    Molecular point group: c1
    Full point group: C1

    Geometry (in Angstrom), charge = 0, multiplicity = 1:

       Center              X                  Y                   Z       
    ------------   -----------------  -----------------  -----------------
         N           -8.485125285190    -0.409238010240    -0.666240622977
         C           -7.587385285190     0.421411989760    -1.263530622977
         C           -6.277555285190     0.079611989760    -0.706410622977
         C           -7.896105285190    -1.245548010240     0.230909377023
         C           -6.468335285190    -0.926898010240     0.217839377023
         H           -9.476035285190    -0.385648010240    -0.847950622977
         O           -7.795055285190     1.291141989760    -2.081750622977
         O           -8.420525285190    -2.093798010240     0.924469377023
         C           -5.031295285190     0.631481989760    -0.953340622977
         C           -5.423325285190    -1.427558010240     0.962719377023
         C           -4.155395285190    -0.859418010240     0.761149377023
         C           -3.923745285190     0.167531989760    -0.206320622977
         H           -4.976415285190     1.430431989760    -1.688370622977
         H           -5.586445285190    -2.210628010240     1.697419377023
         H           -3.337255285190    -1.224638010240     1.385269377023
         C           -2.502455285190     0.832211989760    -0.326940622977
         C           -2.387445285190     1.816941989760    -1.501150622977
         F           -2.635675285190     1.190181989760    -2.680450622977
         F           -1.154265285190     2.361401989760    -1.615380622977
         F           -3.255105285190     2.848861989760    -1.415720622977
         C           -2.353445285190     1.739101989760     0.907339377023
         F           -3.434685285190     2.533551989760     1.091699377023
         F           -1.280055285190     2.555151989760     0.856559377023
         F           -2.222655285190     1.000311989760     2.040119377023
         C           -1.326355285190    -0.203858010240    -0.463210622977
         C            0.009784714810     0.193581989760    -0.215100622977
         C            1.034954714810    -0.722468010240    -0.399870622977
         C           -1.535735285190    -1.539348010240    -0.911380622977
         C           -0.479875285190    -2.459518010240    -1.044410622977
         C            0.799844714810    -2.015518010240    -0.785560622977
         C            2.090034714810    -2.698848010240    -0.867570622977
         N            3.065724714810    -1.761468010240    -0.589160622977
         C            2.475974714810    -0.556518010240    -0.256020622977
         C            4.472934714810    -2.013838010240    -0.538040622977
         C            5.385274714810    -0.965988010240    -0.346350622977
         C            6.738484714810    -1.211498010240    -0.080760622977
         C            5.005844714810    -3.308878010240    -0.632890622977
         C            6.379124714810    -3.550468010240    -0.477460622977
         C            7.246044714810    -2.504308010240    -0.180530622977
         C            7.656804714810    -0.108358010240     0.280729377023
         H           -0.658855285190    -3.483178010240    -1.362070622977
         H           -2.531645285190    -1.896898010240    -1.173140622977
         H            0.286294714810     1.204261989760     0.079459377023
         O            2.942224714810     0.495851989760     0.142939377023
         O            2.152544714810    -3.885878010240    -1.130800622977
         H            6.762964714810    -4.564738010240    -0.566410622977
         H            5.066854714810     0.071481989760    -0.387050622977
         H            4.376174714810    -4.175698010240    -0.814290622977
         H            8.307294714810    -2.694438010240    -0.033310622977
         O            8.728234714810     0.003961989760    -0.301590622977
         O            7.297044714810     0.730801989760     1.287489377023
         C            6.202444714810     0.484871989760     2.196749377023
         C            6.185194714810     1.556611989760     3.277469377023
         H            6.306984714810    -0.507688010240     2.647849377023
         H            5.252014714810     0.553921989760     1.667009377023
         H            7.059344714810     1.451041989760     3.930019377023
         H            5.303934714810     1.417661989760     3.916109377023
         C            6.178164714810     2.960171989760     2.684619377023
         H            7.130074714810     3.195231989760     2.197289377023
         O            5.953864714810     3.911591989760     3.717619377023
         H            5.378684714810     3.071421989760     1.945069377023
         H            6.716964714810     3.870141989760     4.318729377023

